job Name,Title,Company,Occupation,Specs,Link
machine learning,Senior Backend Developer in Node/Express,Give Brite,Full TimeWork From Home,"['Full TimeWork From HomeExperienced', '5+ Yrs of Exp', 'IT/Software Development', 'AWS', 'MongoDB', 'NestJs', 'Machine Learning']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bzWlAsjB7Dbz-Senior-Backend-Developer-in-NodeExpress-Give-Brite-Cairo-Egypt
machine learning,Data Scientist,Atribs Metscon,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Python', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Data Science', 'Data Scientist', 'Machine Learning']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/H8MX6JFuRlAd-Data-Scientist-Atribs-Metscon-Abu-Dhabi-United-Arab-Emirates
machine learning,AI Engineer,Ewa ,Full Time,"['Full TimeSenior Management', '5 - 10 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'AI', 'Engineering', 'Computer Science', 'Machine Learning', 'Python', 'TensorFlow', 'Java']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IUYiEB8jWm8w-AI-Engineer-Ewa-Cairo-Egypt
machine learning,Applied Scientist,Microsoft,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'computer science', 'python', 'information technology (it)', 'machine learning', 'content']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/znVFe6x7WL9I-Applied-Scientist-Microsoft-Cairo-Egypt
machine learning,Applied Scientist II,Microsoft,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'sql', 'engineering', 'machine learning', 'data science', 'science']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/dmF09kimTFzM-Applied-Scientist-II-Microsoft-Cairo-Egypt
machine learning,Second Level Technical Support Engineer,3D Diagnostix,Full TimeWork From Home,"['Full TimeWork From HomeEntry Level', '0 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'HTML', 'PHP', 'javaScript', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Troubleshooting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cK4JOajgKKPa-Second-Level-Technical-Support-Engineer-3D-Diagnostix-Cairo-Egypt
machine learning,ML & Data Analytics Senior Specialist,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'Python', 'Software', 'Software Engineering', 'Computer Engineering', 'Software Development']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mWJtYYF0H69H-ML-Data-Analytics-Senior-Specialist-Vodafone---Egypt-Cairo-Egypt
machine learning,Data Scientist,Vistas Global,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Python', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Data Science', 'Data Scientist', 'Machine Learning']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gacMYmJhiwmr-Data-Scientist-Vistas-Global-Doha-Qatar
machine learning,AI Engineer,Arqitek Advisory DMCC,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'AI', 'Information Technology (IT)', 'Computer Science', 'Engineering', 'Python', 'Software Engineering', 'NLP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/k2qSq81jgRzs-AI-Engineer-Arqitek-Advisory-DMCC-Dubai-United-Arab-Emirates
machine learning,Junior Data Scientist,Cultiv,Full Time,"['Full TimeExperienced', '1 - 5 Yrs of Exp', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Computer Science', 'Algorithms', 'Database', 'Mathematics', 'Python', 'Statistics', 'NLP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zqp8h57Qt0vc-Junior-Data-Scientist-Cultiv-Cairo-Egypt
machine learning,Senior AI Engineer (Computer Vision Focus),Lumin,Full Time,"['Full TimeExperienced', '2 - 5 Yrs of Exp', 'IT/Software Development', 'AI', 'Artificial Intelligence', 'Computer Vision', 'Machine Learning', 'TensorFlow', 'Python', 'Computer Science', 'Programming', 'PyTorch']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Bz1GQHFDxHEj-Senior-AI-Engineer-Computer-Vision-Focus-Lumin-Giza-Egypt
machine learning,Data Scientist,DBS,Full Time,"['Full TimeExperienced', '3+ Yrs of Exp', 'Analyst/Research', 'Algorithms', 'Computer Science', 'Data Science', 'Information Technology (IT)', 'NumPy', 'Python', 'SQL', 'Machine Learning', 'data scientist']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ILwyRZjCXPxK-Data-Scientist-DBS-Cairo-Egypt
machine learning,Data Science Instructor,EpsilonAI,Full TimePart Time,"['Full TimePart TimeExperienced', '1+ Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Training/Instructor', 'Data Science', 'Computer Science', 'Computer Engineering', 'Python', 'Machine Learning', 'Deep Learning', 'Artificial Intelligence (AI)']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/14BEtt96p9wi-Data-Science-Instructor-EpsilonAI-Cairo-Egypt
machine learning,Senior Manager Learning Excellence,MAJID AL FUTTAIM,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'microsoft office', 'sales', 'management', 'design', 'quality assurance']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9RRIHN4qm8MY-Senior-Manager-Learning-Excellence-MAJID-AL-FUTTAIM-Dubai-United-Arab-Emirates
machine learning,Mid-level AI Engineer,Noases,Full Time,"['Full TimeExperienced', '1 - 5 Yrs of Exp', 'IT/Software Development', 'Software Engineering', 'Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Programming', 'Python', 'NLP', 'Machine Learning']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/r4Ou1v34QWq3-Mid-level-AI-Engineer-Noases-Cairo-Egypt
machine learning,Data Scientist | ML Engineer,Giza Systems,Full Time,"['Full TimeExperienced', '5 - 12 Yrs of Exp', 'IT/Software Development', 'Computer Science', 'Data Science', 'data scientist', 'Information Technology (IT)', 'ML', 'Python', 'Data', 'Spark', 'SQL']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/SPj0gEhYvHoh-Data-Scientist-ML-Engineer-Giza-Systems-Cairo-Egypt
machine learning,Web Scraping & Crawling Developer,WSC,Full Time,"['Full TimeExperienced', '3 - 7 Yrs of Exp', 'IT/Software Development', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'web', 'Web Scraping']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/s2ZrnwmtyfYT-Web-Scraping-Crawling-Developer-WSC-Giza-Egypt
machine learning,Administrative Assistant,Tecnogroup,Full Time,"['Full TimeEntry Level', '1 - 2 Yrs of Exp', 'females_only', 'Administration', 'Administration', 'Fresh Graduates', 'Communication', 'Admin', 'Microsoft Office', 'Time Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/atoKh3wo5Oh7-Administrative-Assistant-Tecnogroup-Cairo-Egypt
machine learning,RPA Specialist,Kinetic Business Solutions & Flow Talent,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer engineering', 'computer science', 'datacap', 'ibm', 'rpa']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UbCBsBVs7Tdy-RPA-Specialist-Kinetic-Business-Solutions-Flow-Talent-Abu-Dhabi-United-Arab-Emirates
machine learning,Technical Lead-IT,Block Gemini,Full TimeOn-site,"['Full TimeOn-siteExperienced', '8 - 16 Yrs of Exp', 'IT/Software Development', 'Node.js', 'Information Technology (IT)', 'Angular', 'Technical lead']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eADgsR34aEeN-Technical-Lead-IT-Block-Gemini-Cairo-Egypt
machine learning,Senior Data Scientist,Etisalat Egypt,Full Time,"['Full TimeExperienced', '2 - 6 Yrs of Exp', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Analysis', 'Computer Science', 'Data Analysis', 'Testing', 'Information Technology (IT)', 'Python', 'Software Development']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0fJbtLQ9Ebcd-Senior-Data-Scientist-Etisalat-Egypt-Cairo-Egypt
machine learning,Data Analyst,Yodawy Med,Full TimeWork From Home,"['Full TimeWork From HomeEntry Level', '0 - 2 Yrs of Exp', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Analysis', 'analytical', 'Communication skills', 'Computer Science', 'Data', 'Data Analysis', 'Database']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HAUXcNyYg78s-Data-Analyst-Yodawy-Med-Giza-Egypt
machine learning,Artificial Intelligence Team Leader,Wakeb Data,Full Time,"['Full TimeExperienced', '4 - 6 Yrs of Exp', 'IT/Software Development', 'Artificial Intelligence (AI)', 'Data Analysis', 'Algorithms', 'Web Frameworks', 'Computer Science']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nc8LxxDcTlIz-Artificial-Intelligence-Team-Leader-Wakeb-Data-Giza-Egypt
machine learning,Technical Lead,Block Gemini,Full Time,"['Full TimeExperienced', '8 - 16 Yrs of Exp', 'IT/Software Development', 'Node.js', 'Information Technology (IT)', 'Angular', 'Technical lead']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HVplsw0CS6hK-Technical-Lead-Block-Gemini-Cairo-Egypt
machine learning,Data Scientist - Section Head,IDH,Full Time,"['Full TimeExperienced', '5 - 8 Yrs of Exp', 'Business Development', 'Data Science', 'data scientist', 'Computer Science', 'Python', 'SQL']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/A5JJWFl1OsZi-Data-Scientist---Section-Head-IDH-Giza-Egypt
machine learning,Risk Manager,Tabby ,Full TimeHybrid,"['Full TimeHybridExperienced', '3+ Yrs of Exp', 'IT/Software Development', 'Accounting', 'Communication skills', 'Communication', 'Computer Science', 'Financial Analysis', 'Finance', 'Risk Management', 'SQL']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HDUEgGdhYuWT-Risk-Manager-Tabby-Riyadh-Saudi-Arabia
machine learning,RPA Developer/Analyst - 1-3 years,AutoMind Consulting Services,Full Time,"['Full TimeEntry Level', '1 - 3 Yrs of Exp', 'IT/Software Development', 'RPA', 'Software Development', 'SQL', 'Business Analysis', 'Automation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yoHgZkiTFyan-RPA-DeveloperAnalyst---1-3-years-AutoMind-Consulting-Services-Cairo-Egypt
machine learning,HR Specialist,CELESTE,Full Time,"['Full TimeEntry Level', '0 - 1 Yrs of Exp', 'females_only', 'Administration', 'Human Resources', 'Training/Instructor', 'Human Resources (HR)', 'Personnel', 'English', 'Microsoft Office', 'Recruitment', 'excel', 'Medical Insurance']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uLwNHuG5mNQu-HR-Specialist-CELESTE-Cairo-Egypt
machine learning,Data Engineer,Cilantro,Full Time,"['Full TimeEntry Level', '1 - 3 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Engineering', 'BI', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Python', 'SQL', 'OOP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UBzYQr5WevHy-Data-Engineer-Cilantro-Cairo-Egypt
machine learning,Backend Engineer (PHP/Laravel) (remote),Confidential,Full TimeWork From Home,"['Full TimeWork From HomeExperienced', '2+ Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Laravel', 'back-end', 'PHP', 'Git', 'Computer Science', 'Software Development']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4SD7tVigQGnB-Backend-Engineer-PHPLaravel-remote-Dubai-United-Arab-Emirates
machine learning,Software Engineer (Egypt),vectara,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Engineering', 'Computer Engineering', 'Software']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hox2QSlt1YOl-Software-Engineer-Egypt-vectara-Cairo-Egypt
machine learning,Senior - Mechanical Engineers - Technical Product Designers,Confidential,Full TimePart Time,"['Full TimePart TimeExperienced', '1+ Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'Mechanical Engineering', 'Designer', 'Design', 'Product Designer', 'technical', 'Product']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZdXAz8DaANtS-Senior---Mechanical-Engineers---Technical-Product-Designers-Cairo-Egypt
machine learning,IOT Team Leader,Noases,Full Time,"['Full TimeExperienced', '5 - 5 Yrs of Exp', 'IT/Software Development', 'Information Technology (IT)', 'Software', 'SQL', 'JSON', 'Communication', 'Software Development', 'Embedded System', 'IOT', 'Algorithms']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0c1X5V07DFwg-IOT-Team-Leader-Noases-Cairo-Egypt
machine learning,AI Team Leader,Noases,Full Time,"['Full TimeExperienced', '4 - 4 Yrs of Exp', 'IT/Software Development', 'People Management', 'Project Management', 'Information Technology (IT)', 'Leadership', 'AI']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4O9uKPoP5fMy-AI-Team-Leader-Noases-Cairo-Egypt
machine learning,"Program Manager, AMZL MENA ACES",Amazon MENA,Full Time,"['Full TimeNot specified', 'Marketing/PR/Advertising', 'Project/Program Management', 'Sales/Retail', 'marketing', 'sales', 'sales skills', 'microsoft office', 'management', 'project management', 'sql']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OjgPjOQdbC5n-Program-Manager-AMZL-MENA-ACES-Amazon-MENA-Cairo-Egypt
machine learning,Maintenance Engineer,Promech Engineering,Full Time,"['Full TimeExperienced', '2 - 5 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'CNC', 'Communication skills', 'Maintenance', 'Production', 'Mechanical Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/U8oist6zNHKn-Maintenance-Engineer-Promech-Engineering-Cairo-Egypt
machine learning,Business Performance Analyst,Lucidya,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Business Analysis', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Software Development', 'Software', 'Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/TNtqNMmMgR11-Business-Performance-Analyst-Lucidya-Aggregated-Riyadh-Saudi-Arabia
machine learning,Senior Azure DevOps Engineer,Tristratus.ltd,Full Time,"['Full TimeExperienced', '3 - 5 Yrs of Exp', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Azure DevOps', 'Devops Engineer', 'senior', 'DevOps', 'Azure', 'Software Development', 'Information Technology (IT)', 'AWS']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/R7HEtxjgPJ9M-Senior-Azure-DevOps-Engineer-Tristratus-ltd-Cairo-Egypt
machine learning,Performance & Strategy Analyst,Lucidya,Full Time,"['Full TimeNot specified', 'Human Resources', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Performance Management', 'Human Resources (HR)', 'Recruitment', 'Computer Science', 'Information Technology (IT)', 'Management', 'Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XBlzMUb2yUmg-Performance-Strategy-Analyst-Lucidya-Aggregated-Riyadh-Saudi-Arabia
machine learning,Payments Support Specialist,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Customer Support', 'Customer Service', 'Computer Science', 'Technical Support', 'Customer Care', 'Installation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kCR0fp5NA8Wq-Payments-Support-Specialist-Vodafone---Egypt-Cairo-Egypt
machine learning,Principal Applied Science Manager,Microsoft,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'engineering', 'software development', 'python', 'science', 'cloud']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/t5xezJNQr9Bc-Principal-Applied-Science-Manager-Microsoft-Cairo-Egypt
machine learning,Project Manager (Korean Speaker),Pixelogic Media Partners LLC,Full Time,"['Full TimeNot specified', 'Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'Information Technology (IT)', 'Management', 'Computer Science', 'Civil Engineering', 'Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/i0YssZoAo2IV-Project-Manager-Korean-Speaker-Pixelogic-Media-Partners-LLC-Cairo-Egypt
machine learning,Senior IOT Engineer,Noases,Full Time,"['Full TimeExperienced', '3 - 5 Yrs of Exp', 'IT/Software Development', 'Information Technology (IT)', 'Software Development', 'MySQL', 'SQL', 'Software', 'Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uPujStCZE9Cz-Senior-IOT-Engineer-Noases-Cairo-Egypt
machine learning,Senior Computer Vision Engineer,Noases,Full Time,"['Full TimeExperienced', '4 - 4 Yrs of Exp', 'IT/Software Development', 'Computer Science', 'Development', 'Engineering', 'Information Technology (IT)', 'Design', 'Installation', 'Software', 'Programming', 'English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tl0dSru6L7td-Senior-Computer-Vision-Engineer-Noases-Cairo-Egypt
machine learning,Solution Sales Specialist – Artificial Intelligence (AI),Microsoft,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'IT/Software Development', 'Sales/Retail', 'Sales', 'Sales Skills', 'Indoor Sales', 'Customer Service', 'Information Technology (IT)', 'Branding', 'CRM']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CHHWer3bSTdT-Solution-Sales-Specialist-–-Artificial-Intelligence-AI-Microsoft-Dubai-United-Arab-Emirates
machine learning,Frontend Engineer,Incorta Inc,Full Time,"['Full TimeNot specified', 'Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Front-End', 'Software Engineering', 'javaScript', 'CSS']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/t2rprzPddRbi-Frontend-Engineer-Incorta-Inc-Cairo-Egypt
machine learning,HR Business Partner,almentor.net,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Business Development', 'Human Resources', 'Human Resources (HR)', 'Recruitment', 'Microsoft Office', 'Business Administration', 'Training', 'Employee Relations', 'Personnel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/LiAodNg33KR9-HR-Business-Partner-almentor-net-Cairo-Egypt
machine learning,Mechanical Design Engineer,Mina Co. for Engineering,Full Time,"['Full TimeExperienced', '2 - 5 Yrs of Exp', 'Creative/Design/Art', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Design', 'Mechanical Engineering', 'AutoCAD', 'Engineering', 'SolidWorks', 'Mechanical', 'English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/DRGYi2SZ6pFp-Mechanical-Design-Engineer-Mina-Co-for-Engineering-Giza-Egypt
machine learning,Senior Data Analyst,Dubizzle,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Data Analysis', 'Business Analysis', 'Microsoft Office', 'SQL']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/q3RJq3l6fySB-Senior-Data-Analyst-Dubizzle-Cairo-Egypt
machine learning,Graduate Trainee - Technology & Artificial Intelligence (UAE Nationals),Adnocdistribution,Full Time,"['Full TimeNot specified', 'Marketing/PR/Advertising', 'Sales/Retail', 'Training/Instructor', 'training', 'sales', 'sales skills', 'startup', 'computer science', 'engineering', 'recruitment']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ztO012GSS6PG-Graduate-Trainee---Technology-Artificial-Intelligence-UAE-Nationals-Adnocdistribution-Abu-Dhabi-United-Arab-Emirates
machine learning,Sales Account Executive,Gulf Data International ,Full TimeWork From Home,"['Full TimeWork From HomeExperienced', '3 - 6 Yrs of Exp', 'Business Development', 'IT/Software Development', 'Sales/Retail', 'creativity', 'sale', 'sales skills', 'Microsoft suite product', 'strategic thinking', 'Presentation', 'Sales Target']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KrL3yC7n6Fs2-Sales-Account-Executive-Gulf-Data-International-Cairo-Egypt
machine learning,IT Services & Consulting,Beinex,Full Time,"['Full TimeNot specified', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Customer Service', 'Computer Science', 'Customer Support', 'Customer Care', 'Sales', 'Sales Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qMWxwTQXCxUK-IT-Services-Consulting-Beinex-Dubai-United-Arab-Emirates
machine learning,Production Supervisor,Pepsi,Full Time,"['Full TimeNot specified', 'Manufacturing/Production', 'Pharmaceutical', 'Engineering - Other', 'Production', 'Manufacturing', 'Engineering', 'Pharmacy', 'Science', 'Pharmaceutical', 'Quality']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/h4hrOWiZZ0gW-Production-Supervisor-Pepsi-Cairo-Egypt
machine learning,Software Development Manager,Confidential,Full Time,"['Full TimeManager', '3 - 7 Yrs of Exp', 'Business Development', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Azure', 'Computer Science', 'developer', 'Engineering', 'ERP System', 'Information Technology (IT)', 'ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/GlPKWHnxBFl7-Software-Development-Manager-Giza-Egypt
